Date,Stock,Headline,Label
2021-05-19,1211-HK,"Huawei reveals auto plans; to partner with BYD, BAIC and other automakers in vehicle sales - Sina (intraday Asia) ($151.30, 0.00)",0
2021-05-19,2333-HK,"Huawei reveals auto plans; to partner with BYD, BAIC and other automakers in vehicle sales - Sina (intraday Asia) ($151.30, 0.00)",0
2021-05-19,TSLA-US,"Tesla April China registrations 11,949 vs 34,714 in March - Bloomberg (03:20 ET) ($577.87, 0.00)",1
2021-05-19,MBG-DE,"Huawei reveals auto plans; to partner with BYD, BAIC and other automakers in vehicle sales - Sina (intraday Asia) ($151.30, 0.00)",1
2021-05-19,F-US,"Ford Motor, SK Innovation to announce EV battery JV - Reuters ($12.11, 0.00)",1
2021-05-20,BMW-DE,"BMW expects EU Commission will reduce allegations regarding emissions proceedings (€84.69, 0.00)",0
2021-05-20,NIO-US,StreetAccount Summary: The Economist print edition,0
2021-05-20,MBG-DE,"Daimler Truck sets out ambitions as an independent company at Strategy Day (€73.97, +1.51)",1
2021-05-20,TSLA-US,"Luminar Technologies trading higher; circulation of InsideEVs report cited ($22.30, +1.29)",0
2021-05-20,VOLV.B-SE,"Volvo Trucks North America and United Auto Workers union reach tentative agreement (SEK 213.70, 0.00)",0
2021-05-20,F-US,"Ford Motor said to be considering strategic options for its electric scooter business Spin -- Bloomberg ($12.48, +0.37)",1
2021-05-20,7203-JP,StreetAccount Summary: The Economist print edition,1
2021-05-20,F-US,"Follow-up: Ford Motor considering divesting electric scooter-sharing service Spin - Bloomberg ($12.49, 0.00)",1
2021-05-21,GM-US,"Taiwan Semiconductor Manufacturing to raise 2021 production of key component for automotive chips +60% y/y - Nikkei (NT$573.00, 0.00)",0
2021-05-21,STLAM-IT,"Taiwan Semiconductor Manufacturing to raise 2021 production of key component for automotive chips +60% y/y - Nikkei (NT$573.00, 0.00)",0
2021-05-21,F-US,"Taiwan Semiconductor Manufacturing to raise 2021 production of key component for automotive chips +60% y/y - Nikkei (NT$573.00, 0.00)",0
2021-05-21,VOW3-DE,"Taiwan Semiconductor Manufacturing to raise 2021 production of key component for automotive chips +60% y/y - Nikkei (NT$573.00, 0.00)",0
2021-05-21,7203-JP,"Taiwan Semiconductor Manufacturing to raise 2021 production of key component for automotive chips +60% y/y - Nikkei (NT$573.00, 0.00)",0
2021-05-21,7267-JP,"Taiwan Semiconductor Manufacturing to raise 2021 production of key component for automotive chips +60% y/y - Nikkei (NT$573.00, 0.00)",0
2021-05-21,7201-JP,"Taiwan Semiconductor Manufacturing to raise 2021 production of key component for automotive chips +60% y/y - Nikkei (NT$573.00, 0.00)",0
2021-05-21,BMW-DE,"Taiwan Semiconductor Manufacturing to raise 2021 production of key component for automotive chips +60% y/y - Nikkei (NT$573.00, 0.00)",0
2021-05-21,MBG-DE,"Taiwan Semiconductor Manufacturing to raise 2021 production of key component for automotive chips +60% y/y - Nikkei (NT$573.00, 0.00)",0
2021-05-21,RNO-FR,"Taiwan Semiconductor Manufacturing to raise 2021 production of key component for automotive chips +60% y/y - Nikkei (NT$573.00, 0.00)",0
2021-05-22,7201-JP,"Nissan, Suzuki Motor to temporarily halt production at some plants in June due to chip shortage -- Reuters, citing sources",0
2021-05-22,7269-JP,"Nissan, Suzuki Motor to temporarily halt production at some plants in June due to chip shortage -- Reuters, citing sources",0
2021-05-23,GM-US,"Follow-up: Wejo in talks to go public via merger with Virtuoso Acquisition - Bloomberg ($10.17, 0.00)",0
2021-05-25,VOW3-DE,"Volkswagen confirms there is agreement on board that Lamborghini will remain part of Volkswagen group -- Reuters (€219.90, 0.00)",1
2021-05-25,VOW3-DE,"Volkswagen receives €7.5B (£6.49B) offer for Automobili Lamborghini from Quantum Group AG -- Autocar (€278.60, +6.00)",1
2021-05-26,9868-HK,"XPeng, Inc. initiated buy at Nomura/Instinet, we're told ($29.38, 0.00)",0
2021-05-26,7201-JP,"Nissan Motor in advanced talks with the UK government to build a battery gigafactory - FT (¥527.0000, 0)",1
2021-05-26,LI-US,"Li Auto reports Q1 non-GAAP EPADS (CNY0.20) vs FactSet (CNY0.10) ($19.99, 0.00)",0
2021-05-26,TSLA-US,"Tesla set to pay for chips in advance; exploring buying plant - FT ($619.13, 0.00)",1
2021-05-27,175-HK,"Geely Automobile Holdings downgraded to sell at UOB Kay Hian Securities, we're told (timing uncertain) (HK$20.10, +0.38)",0
2021-05-28,7201-JP,"Nissan to invest more than ¥200B to build EV battery factories in Japan, UK - Nikkei (¥553.3000, 0)",0
2021-05-28,7201-JP,"Nissan Motor April global vehicle output +87.4% y/y to 281,863 vehicles (¥552.4000, 0)",0
2021-05-28,7203-JP,"Toyota Motor reports April global production +0.9% y/y to 761,459 (¥9129.0000, +149)",0
2021-05-28,MBG-DE,"EU sets a provisional deadline of 1-Jul to rule on INEOS' acquisition of stake in Mercedes Formula One team (€77.87, 0.00)",0
2021-05-28,TSLA-US,"Rivian said to select Goldman Sachs, JPMorgan and Morgan Stanley as underwriters for IPO - Bloomberg",0
2021-05-28,7267-JP,"Honda Motor April global vehicle production +94.8% y/y to 414,532 units (¥3469.0000, 0)",0
2021-05-28,F-US,"Rivian said to select Goldman Sachs, JPMorgan and Morgan Stanley as underwriters for IPO - Bloomberg",0
2021-05-29,STLAM-IT,"Stellantis to suspend operations at Mexican plant due to chip shortage -- Reuters (€16.11, 0.00)",0
2021-05-29,STLAM-IT,"Stellantis considering EV battery manufacturing investment in Italy -- Bloomberg (Friday intra-day) (€16.11, 0.00)",0
2021-05-30,VOW3-DE,"Volkswagen plans to appoint two COOs to better supervise its brands -- Automotive News Europe (€300.00, 0.00)",0
2021-05-30,1211-HK,"BYD Co. Ltd.director Xia Zuo-quan to sell up to 12.0M A shares for personal funding needs (pre-China open) (CNY 178.88, -2.80)",0
2021-05-31,VOW3-DE,"Porsche and Piech families are prepared to take a direct stake in Porsche AG if it is separately listed - Reuters (31-May, 17:07 CET) (€291.60, 0.00)",1
2021-06-01,TSLA-US,Tesla books strong pre-orders for China-made Model Y; deliveries to be pushed back to Q2 vs previously Jan - The Paper,0
2021-06-01,LI-US,"Li Auto upgraded to outperform from neutral at Credit Suisse, we're told ($32.63, +1.64)",0
2021-06-01,175-HK,"Geely Automobile Holdings reports December sales volume 154,202 units, +19% y/y (HK$26.45, 0.00)",1
2021-06-03,VOW3-DE,Barron's Summary,0
2021-06-04,1211-HK,"BYD Co. Ltd. reports March (vehicles) production 39,007 vs year-ago 30,871 (HK$177.50, 0.00)",0
2021-06-04,LI-US,"Li Auto announces $750M convertible senior note offering ($25.53, 0.00)",0
2021-06-06,VOW3-DE,"Volkswagen to recommend that shareholders accept €10M settlement from former CEO Martin Winterkorn - FT, citing sources (€309.00, 0.00)",0
2021-06-07,9868-HK,"XPeng, Inc. opens +1.8% at HK$168.00 (HK$168.00, 0.00)",0
2021-06-07,MBG-DE,"Mercedes-Benz reports Q2 worldwide brand sales 581,201vehicles, +27.0% (€74.75, -1.48)",0
2021-06-07,175-HK,"Geely Automobile Holdings reports June sales volume 100,163 units, (9%) y/y (HK$24.25, 0.00)",1
2021-06-07,STLAM-IT,"Stellantis to invest £100M in Vauxhall's Ellesmere Port plant; site will produce battery electric LCV and passenger car models (€17.05, +0.36)",1
2021-06-07,NIO-US,China to tighten restrictions in securities market including foreign listings and data security (06:45 ET),0
2021-06-07,VOW3-DE,"Volkswagen to sell stake in EV charging unit Electrify America -- Reuters (€203.00, 0.00)",0
2021-06-07,LI-US,China to tighten restrictions in securities market including foreign listings and data security (06:45 ET),0
2021-06-07,9868-HK,China to tighten restrictions in securities market including foreign listings and data security (06:45 ET),0
2021-06-08,LI-US,"CORRECTION: Li Auto confirms 100M class A ordinary share offering priced at HK$118/sh through Goldman Sachs and CICC ($31.35, 0.00)",0
2021-06-08,LI-US,"Li Auto confirms 100M class A ordinary share offering priced at HK$118/sh through Goldman Sachs and CICC ($31.35, 0.00)",0
2021-06-08,175-HK,"Geely Automobile Holdings reports July sales volume 99,275 units, (6%) y/y (HK$27.30, 0.00)",1
2021-06-09,BMW-DE,"BMW CEO discusses approach to sustainability in an interview with Handelsblatt (€79.40, 0.00)",0
2021-06-09,175-HK,"Geely Automobile Holdings reports August sales volume 88,348 units, (22%) y/y (HK$27.95, 0.00)",1
2021-06-09,175-HK,Volvo Car's IPO remains on track says company - Di (Post EU close 3-Sep),1
2021-06-09,BMW-DE,"BMW CFO confident that sales in China will increase next year - Reuters (€79.85, 0.00)",0
2021-06-09,7203-JP,"Toyota Motor provides more details on the five-for-one stock split (¥9906.0000, +150)",0
2021-06-09,9868-HK,"SK Innovation secures supply contract of EV (Nickel, Cobalt and Manganese) batteries to XPeng, terms undisclosed - Electronic Times (Korea) (KRW 250000.0000, 0)",0
2021-06-10,VOLV.B-SE,"Volvo Trucks receives record order for 100 Volvo FM Electric trucks from DFDS (SEK 195.60, 0.00)",1
2021-06-10,MBG-DE,"Mercedes-Benz reports Q3 worldwide brand sales 428,361 vehicles, (30.2%) (€75.53, -1.66)",1
2021-06-12,175-HK,"Geely Automobile Holdings reports November sales volume 135,869 units, (10%) y/y (HK$22.25, 0.00)",0
2021-06-12,TSLA-US,"SEC said to have opened probe into Tesla over whistleblower claims regarding alleged defects in its solar panels -- Reuters ($1014.97, 0.00)",0
2021-06-12,7203-JP,"Toyota Motor announce Greensboro-Randolph Megasite as the location for Toyota's new $1.29B automotive battery manufacturing plant (¥2066.0000, 0)",0
2021-06-12,RIVN-US,"Rivian initiated outperform at Wedbush Securities ($104.67, 0.00)",0
2021-06-12,RIVN-US,"Rivian initiated outperform at Wolfe Research ($104.67, 0.00)",0
2021-06-12,RIVN-US,"Rivian initiated outperform at Baird ($104.67, 0.00)",0
2021-06-12,RIVN-US,"Rivian initiated buy at Mizuho Securities USA ($104.67, 0.00)",0
2021-06-12,RIVN-US,"Rivian initiated equal weight at Wells Fargo Securities ($104.67, 0.00)",0
2021-06-12,RIVN-US,"Rivian initiated overweight at Morgan Stanley ($104.67, 0.00)",0
2021-06-12,RIVN-US,"JPMorgan initiates HTZ, RIVN",0
2021-06-12,LCID-US,"Lucid Group discloses subpoena from SEC requesting production of certain documents - 424B3 ($47.27, 0.00)",0
2021-06-12,RIVN-US,"Rivian initiated buy at BofA ($104.67, 0.00)",0
2021-06-14,PII-US,"Exane BNP Paribas initiates BC, DOO.CN, PII, others",1
2021-06-14,RACE-IT,StreetAccount M&A Summary: Week of 7-Jun,0
2021-06-14,RACE-IT,"Ferrari downgraded to sell from buy at Goldman Sachs (€174.00, 0.00)",0
2021-06-14,BMW-DE,"BMW i Ventures participates in latest funding round in UK-based used car marketplace Motorway (€94.50, -0.24)",0
2021-06-15,GM-US,"General Motors to boost global spending on EVs by 30% to $35B through 2025 - Reuters ($60.81, 0.00)",1
2021-06-15,GM-US,"Lordstown Motors has firm and binding orders for the first two years of production of its electric pickup truck - Reuters (13:42 ET) ($10.31, 0.00)",1
2021-06-15,TSLA-US,Accountants' lives were easier before bitcoin - WSJ,1
2021-06-15,BMW-DE,"Solid Power to list on NASDAQ through merger with Decarbonization Plus Acquisition Corporation III ($13.47, 0.00)",0
2021-06-16,MBG-DE,"Daimler again sending thousands of employees on short-time work amid ongoing components shortages - Handelsblatt (€79.22, 0.00)",1
2021-06-16,175-HK,Volvo and Geely backed Polestar explores to go public - FT,1
2021-06-16,1211-HK,"BYD Co. Ltd. trading higher; EGM passes resolution to spin off subsidiary BYD Semiconductor on ChiNext (HK$217.20, +11.20)",1
2021-06-17,MBG-DE,"Daimler's CEO wants to accelerate the electrification of the Mercedes model range - Manager Magazin (€79.60, +0.56)",0
2021-06-17,VOW3-DE,"TRATON plans to appoint Mathias Carlbaum as CEO of Navistar upon completion of the acquisition of US company - Manager Magazin (€26.60, +0.20)",0
2021-06-18,MBG-DE,"Great Wall Motors may buy Daimler factory in Brazil - Bloomberg (€78.70, -0.76)",0
2021-06-18,2333-HK,"Great Wall Motors may buy Daimler factory in Brazil - Bloomberg (€78.70, -0.76)",0
2021-06-19,NIO-US,Barron's Summary,0
2021-06-19,GM-US,Barron's Summary,0
2021-06-21,MBG-DE,"Daimler boss wants to achieve self- imposed climate targets earlier - Stuttgarter Zeitung/Stuttgarter Nachrichten (€77.08, 0.00)",0
2021-06-21,VOW3-DE,"VARTA wins Porsche as a high-performance battery customer - Handelsblatt (€129.90, -5.05)",0
2021-06-21,VOW3-DE,"Porsche AG to set JV with Customcells to produce high-performance batteries - Handelsblatt (20 -Jun) (€218.40, 0.00)",0
2021-06-21,005380-KR,"SoftBank Group completes previously announced sale of controlling interest in Boston Dynamics to Hyundai Motor Group (¥7559.0000, 0)",1
2021-06-21,PII-US,"Polaris adjusting its manufacturing on the fly as supply allows it to - WSJ ($130.99, 0.00)",1
2021-06-22,BMW-DE,"BMW will lower production costs per vehicle by 25% by 2025, compared to 2019 level -- Handelsblatt (€93.13, 0.00)",0
2021-06-22,STLAM-IT,"Stellantis and TotalEnergies renew global partnership (€17.02, 0.00)",0
2021-06-22,STLAM-IT,"EU sector highlights - capital goods, energy top performers; autos and banks lag:",0
2021-06-22,7201-JP,"Nissan Motor president says performance in April and May was better than expected in AGM - Reuters (¥541.6000, +18.5)",0
2021-06-23,VOW3-DE,"Europcar said to have rejected $2.6B takeover offer from Volkswagen -- Bloomberg (€0.38, -0.01)",1
2021-06-23,LI-US,"XPeng, Inc. receives the green light to list in Hong Kong - Bloomberg ($40.01, 0.00)",0
2021-06-23,STLAM-IT,"Stellantis and Russian Railways reported to be exploring sale of auto transport firm Gefco -- Reuters (€16.95, 0.00)",1
2021-06-23,9868-HK,"XPeng, Inc. files $2.3B global offering of shares through JPMorgan, BofA, Citigroup, and CLSA ($39.99, 0.00)",0
2021-06-23,9868-HK,"XPeng, Inc. receives the green light to list in Hong Kong - Bloomberg ($40.01, 0.00)",0
2021-06-23,NIO-US,"XPeng, Inc. receives the green light to list in Hong Kong - Bloomberg ($40.01, 0.00)",1
2021-06-24,TSLA-US,"Panasonic has sold all shareholdings in Tesla - Nikkei (¥1247.5000, 0)",0
2021-06-24,9868-HK,"XPeng, Inc. files amended F-1; to offer 85M Class A ordinary shares through JPMorgan, BofA, Citigroup, and CLSA ($41.61, 0.00)",0
2021-06-25,175-HK,"Geely Automobile Holdings withdraws proposed issuance of shares and listing on the Sci-Tech board (HK$26.05, 0.00)",0
2021-06-25,175-HK,"Geely Automobile Holdings reports ZEEKR intends to explore different external financing options (HK$26.05, 0.00)",0
2021-06-27,STLAM-IT,"Renault to acquire stake in Verkor; Envision Group to build €2B battery plant for Renault - Bloomberg (€35.26, 0.00)",0
2021-06-27,MBG-DE,"Daimler on track to spin off and separately list truck unit by end of this year - Automobilwoche (€77.77, 0.00)",0
2021-06-27,RNO-FR,"Renault to acquire stake in Verkor; Envision Group to build €2B battery plant for Renault - Bloomberg (€35.26, 0.00)",0
2021-06-28,STLAM-IT,StreetAccount M&A Summary: Week of 21-Jun,0
2021-06-28,MBG-DE,EU sector highlights - travel/leisure worst performers; health care holding up better:,1
2021-06-28,7201-JP,"""Revealed: I understand Nissan will confirm as soon as this week details of its EV strategy for the UK, including the construction of a battery gigafactory in Sunderland."" - Tweet by @MarkKleinmanSky (¥566.1000, 0)",0
2021-06-28,MBG-DE,Other notable research calls,1
2021-06-28,2333-HK,"Great Wall Motor Co. formulates strategic plan with annual sales target of 4M vehicles and revenue reaching CNY600.0B by 2025 - Sina (CNY 43.86, -0.02)",0
2021-06-29,STLAM-IT,Cars becomes a seller's market - WSJ,0
2021-06-29,7267-JP,"Honda Motor May global vehicle production +29.0% y/y to 285,856 units (¥3561.0000, 0)",0
2021-06-29,005380-KR,Cars becomes a seller's market - WSJ,0
2021-06-29,9868-HK,"XPeng, Inc. to guide Hong Kong IPO price at HK$165/sh - TechWeb seemingly citing sources ($44.32, 0.00)",0
2021-06-29,7201-JP,"Nissan Motor May global vehicle output +45.3% y/y to 227,908 vehicles",0
2021-06-29,7203-JP,"Toyota Motor reports May global production (16.6%) y/y to 671,097 (¥9724.0000, -118)",0
2021-06-29,7203-JP,Cars becomes a seller's market - WSJ,0
2021-06-29,7201-JP,Cars becomes a seller's market - WSJ,0
2021-06-29,7267-JP,Cars becomes a seller's market - WSJ,0
2021-06-29,GM-US,Cars becomes a seller's market - WSJ,1
2021-06-29,F-US,Cars becomes a seller's market - WSJ,0
2021-06-30,9868-HK,XPeng Hong Kong IPO offer price set at HK$165/share,0
2021-06-30,PII-US,"Polaris Inc. increases credit agreement to $1B from $700M - 8-K ($136.96, 0.00)",0
2021-06-30,1211-HK,"BYD Co. Ltd. receives approval to spin off subsidiary BYD Semiconductor on ChiNext (HK$231.20, -5.40)",0
2021-06-30,MBG-DE,Handelsblatt article notes first signs of trend reversal regarding chip shortages in auto industry,1
2021-06-30,BMW-DE,"EU sector highlights - autos, banks under pressure; health care leads:",1
2021-07-01,STLAM-IT,StreetAccount Summary: The Economist print edition,0
2021-07-01,7267-JP,"Honda Motor to cut production due to semiconductor supply shortage - Nikkei (pre-Japanese open) (¥2922.0000, +15.5)",1
2021-07-01,BMW-DE,StreetAccount Summary: The Economist print edition,1
2021-07-01,BMW-DE,"Bayerische Motoren Werke downgraded to hold from buy at Deutsche Bank (€70.99, 0.00)",1
2021-07-01,175-HK,"Baidu in discussions to use Geely's EV platform and plants for potential models in newly formed company -- Reuters, citing sources ($210.13, +6.16)",0
2021-07-01,RACE-IT,Citi upgrades AML.LN; downgrades RACE.IM,0
2021-07-01,005380-KR,"Apple speaking with Hyundai Motor about cooperating on electric vehicles, says Korea Economic Daily - Bloomberg ($130.92, 0.00)",0
2021-07-01,005380-KR,"Hyundai confirms it's in initial talks with Apple about cooperating on EVs - Yonhap, citing a Hyundai official ($130.92, 0.00)",0
2021-07-02,MBG-DE,"Daimler CEO Ola Källenius says company aims to keep a ""protective hand"" on Daimler Trucks following planned spin-off - Reuters, citing FAZ (€66.99, 0.00)",0
2021-07-02,005380-KR,"Hyundai Motor, Kia Motors are not in talks with Apple on autonomous cars (KRW 249500.0000, 0)",0
2021-07-04,175-HK,"Geely Automobile Holdings reports March sales volume 100,029 units, +37% y/y (HK$20.40, 0.00)",0
2021-07-04,MBG-DE,"Mercedes-Benz USA reports Q1 total vehicle sales +19.5% y/y (€75.56, +0.08)",0
2021-07-04,VOLV.B-SE,"Volvo upgraded to buy from hold at Societe Generale (SEK 210.00, 0.00)",0
2021-07-05,1211-HK,"BYD Company reports April production of 45,511 vehicles vs 39,007 in March and year-ago 31,426 (HK$145.00, 0.00)",0
2021-07-05,BMW-DE,"Bayerische Motoren Werke reports final Q1 earnings: EPS €4.26 vs year-ago €0.84; reaffirms FY outlook (€83.39, 0.00)",0
2021-07-05,9868-HK,"XPeng charging network exceeds 1,000 stations in China ($26.38, 0.00)",0
2021-07-06,VOLV.B-SE,"Volvo Trucks North America releases statement regarding UAW union's decision to resume strike at NRV Plant (SEK 227.50, -0.50)",1
2021-07-06,MBG-DE,"Daimler looks to streamline sales network to reduce fixed costs, could bring in up to €1B as a result - Handelsblatt (€79.93, +0.39)",0
2021-07-06,MBG-DE,EU sector highlights - autos/parts stronger while basic resources underperform:,0
2021-07-06,175-HK,"Geely Automobile Holdings reports May sales volume 96,167 units, (12%) y/y (HK$21.10, 0.00)",0
2021-07-06,1211-HK,"BYD reports May production (vehicles) 49,018 vs year-ago 32,167 (HK$189.70, 0.00)",1
2021-07-07,9868-HK,China to tighten rules to block Chinese companies from listing overseas by way of VIE framework - Bloomberg,0
2021-07-07,9868-HK,"XPeng, Inc. President has confidence in H2 sales and will consider A shares listing in the future - Hong Kong Economic Times (HK$164.60, 0.00)",0
2021-07-07,2333-HK,"Great Wall Motor Co. plans to invest CNY100B in R&D in the coming five years for NEVS and smart vehicles (HK$26.55, 0.00)",0
2021-07-07,MBG-DE,"Federation of German Consumer Organisations (vzbv) commences model case procedure against Daimler AG before Stuttgart court due to illegal defeat devices (€72.06, -0.85)",0
2021-07-07,LI-US,"Li Auto confirms mercury found in car seat; company reiterates that it will not use mercury and this incident must be caused by other external behavior - Hong Kong Economic Times ($33.58, 0.00)",0
2021-07-07,F-US,Argo AI hires banks to consider listing options - Bloomberg,0
2021-07-07,NIO-US,China to tighten rules to block Chinese companies from listing overseas by way of VIE framework - Bloomberg,0
2021-07-07,LI-US,China to tighten rules to block Chinese companies from listing overseas by way of VIE framework - Bloomberg,0
2021-07-07,VOW3-DE,Argo AI hires banks to consider listing options - Bloomberg,0
2021-07-07,BMW-DE,"BMW reports Q2 Group sales 702,474 vehicles, up +44.6% y/y (€86.03, 0.00)",0
2021-07-08,STLAM-IT,"Stellantis intends to repay €6.3B Italy state-backed credit facility in advance, says Il Messagero - Bloomberg",1
2021-07-09,STLAM-IT,"Stellantis announces Christine Feuell appointed as Chrysler brand CEO effective 13-Sep (€17.01, -0.12)",0
2021-07-09,STLAM-IT,StreetAccount M&A Summary: Week of 30-Aug,0
2021-07-09,STLAM-IT,"Guangzhou Automobile Group denies reports of selling 20% of GAC Fiat Chrysler to Stellantis - Jiemian (CNY 20.37, 0.00)",0
2021-07-09,NIO-US,"Geely-backed Lotus Tech mulls IPO in U.S or Hong Kong as soon as 2023 - Bloomberg (HK$28.85, +1.45)",0
2021-07-09,175-HK,"Geely-backed Lotus Tech mulls IPO in U.S or Hong Kong as soon as 2023 - Bloomberg (HK$28.85, +1.45)",0
2021-07-09,MBG-DE,"Volkswagen CEO says it is impossible to accelerate the transition to electric vehicles - FT (€288.40, 0.00)",0
2021-07-09,VOW3-DE,"Volkswagen CEO says it is impossible to accelerate the transition to electric vehicles - FT (€288.40, 0.00)",0
2021-07-09,NIO-US,"NIO Inc announces $2B ATM offering of ADSs ($40.59, 0.00)",0
2021-07-09,STLAM-IT,"Dongfeng Motor sells 36.1M shares in Stellantis for €600.4M, or €16.65/sh (€17.09, 0.00)",0
2021-07-10,STLAM-IT,"Stellantis announces $229M investment in Kokomo, IN, operations to accelerate electrification plans (€16.57, 0.00)",0
2021-07-10,BMW-DE,"BMW Group reports Q3 worldwide sales 593,189 vehicles, (12.2%) y/y (€81.61, 0.00)",0
2021-07-10,BMW-DE,"EU sector highlights - autos, miners and construction the top gainers; energy lags:",0
2021-07-10,NIO-US,"NIO Inc upgraded to buy from neutral at Goldman Sachs ($33.66, 0.00)",0
2021-07-10,175-HK,StreetAccount Summary: The Economist print edition,0
2021-07-12,7267-JP,WSJ's Heard on the Street column warns digital highway may not be route to profits for carmakers,1
2021-07-12,RIVN-US,"Street Takeaways - Ambarella Q3 Earnings ($222.37, +27.60)",0
2021-07-12,STLAM-IT,"Stellantis targets ~€20B in incremental annual revenues by 2030 driven by software-enabled vehicles (€16.29, 0.00)",0
2021-07-12,BMW-DE,WSJ's Heard on the Street column warns digital highway may not be route to profits for carmakers,0
2021-07-12,2333-HK,"Great Wall Motor reports November sales volume 122,510 units, (15.65%) y/y (HK$31.00, 0.00)",1
2021-07-12,STLAM-IT,WSJ's Heard on the Street column warns digital highway may not be route to profits for carmakers,0
2021-07-12,VOW3-DE,"Volkswagen preparing to IPO Porsche - Handelblatt (€257.40, +5.20)",0
2021-07-12,7203-JP,WSJ's Heard on the Street column warns digital highway may not be route to profits for carmakers,1
2021-07-12,STLAM-IT,"Stellantis and Foxconn to design and sell new flexible semiconductors for automotive industry (€16.29, 0.00)",0
2021-07-12,7201-JP,WSJ's Heard on the Street column warns digital highway may not be route to profits for carmakers,1
2021-07-12,VOW3-DE,"Volkswagen's CEO seen remaining in position whilst ceding certain responsibilities - Reuters (post EU close 6-Dec) (€252.20, 0.00)",0
2021-07-12,MBG-DE,"Mercedes-Benz Canada announces sale of Toronto Retail Group (€86.81, 0.00)",0
2021-07-12,MBG-DE,WSJ's Heard on the Street column warns digital highway may not be route to profits for carmakers,0
2021-07-13,1211-HK,"BYD Co. Ltd. trading lower: Himalaya Capital discloses sale of 7.1M shares at HK$227.62/sh on 8-Jul (HK$219.20, -15.00)",0
2021-07-13,005380-KR,SES announces merger with Ivanhoe Capital Acquisition Corp. at pro forma implied equity value of ~$3.6B,0
2021-07-13,175-HK,"Rivals attempt to kick Didi Global while it's down - FT ($11.16, 0.00)",0
2021-07-13,175-HK,SES announces merger with Ivanhoe Capital Acquisition Corp. at pro forma implied equity value of ~$3.6B,0
2021-07-14,MBG-DE,"Daimler reports preliminary Q2 adjusted group EBIT €5.42B vs consensus €4.29B (€73.50, 0.00)",0
2021-07-14,1211-HK,"Himalaya Capital discloses sale of 3.6M BYD shares at HK$224.19/sh on 9-Jul (HK$221.00, 0.00)",0
2021-07-14,7203-JP,"Toyota Motor subsidiary Woven Planet to acquire CARMERA, Inc; terms undisclosed (¥9869.0000, 0)",0
2021-07-15,1211-HK,StreetAccount Summary: The Economist print edition,0
2021-07-15,175-HK,StreetAccount Summary: The Economist print edition,0
2021-07-15,TSLA-US,"Tesla registrations in California +85% y/y in Q4 - Reuters ($650.60, 0.00)",0
2021-07-16,NIO-US,"NIO submitted a secondary listing application in Hong Kong in late March, but delayed due to user trust issue - Tencent news ($43.68, 0.00)",0
2021-07-16,7203-JP,"Taiwan Semiconductor thinks shortage of semiconductors for cars will decrease this quarter - WSJ (NT$591.00, -23.00)",0
2021-07-16,BMW-DE,"Taiwan Semiconductor thinks shortage of semiconductors for cars will decrease this quarter - WSJ (NT$591.00, -23.00)",0
2021-07-16,7267-JP,"Taiwan Semiconductor thinks shortage of semiconductors for cars will decrease this quarter - WSJ (NT$591.00, -23.00)",0
2021-07-16,7201-JP,"Taiwan Semiconductor thinks shortage of semiconductors for cars will decrease this quarter - WSJ (NT$591.00, -23.00)",0
2021-07-16,STLAM-IT,"Taiwan Semiconductor thinks shortage of semiconductors for cars will decrease this quarter - WSJ (NT$591.00, -23.00)",0
2021-07-16,MBG-DE,"Taiwan Semiconductor thinks shortage of semiconductors for cars will decrease this quarter - WSJ (NT$591.00, -23.00)",0
2021-07-16,LI-US,"Li Auto submitted a listing application to the HKEX in late May via Goldman Sachs - Tencent news ($30.98, 0.00)",0
2021-07-17,7203-JP,Barron's Summary,0
2021-07-18,RACE-IT,"Exor looking at Armani; Armani reluctant to sell - Reuters (16-Jul, post-European close) (€66.14, 0.00)",0
2021-07-19,GM-US,"General Motors developing electric GMC pickup as part of EV program - CNBC ($54.18, 0.00)",1
2021-07-19,RACE-IT,StreetAccount M&A Summary: Week of 12-Jul,0
2021-07-19,9868-HK,"XPeng announces price range of CNY160,000 - 230,000 (post subsidies) for its new P5 smart sedan, provides update on presales (earlier) ($37.82, -1.21)",1
2021-07-19,VOLV.B-SE,"StreetAccount Consensus Metrics Preview - Volvo Q2 Earnings (SEK 212.45, +0.25)",0
2021-07-19,7203-JP,"Toyota Motor subsidiary Woven Planet closes previously announced acquisition of Lyft's Level 5 division (¥9740.0000, 0)",0
2021-07-20,STLAM-IT,"Stellantis appoints Ned Curic as Chief Technology Officer as of 30-Aug (€14.98, -0.14)",1
2021-07-20,TSLA-US,"Tesla to soon start production of Tesla Semi - Electrek ($646.22, 0.00)",0
2021-07-20,2333-HK,"Great Wall Motor Co. reports H1 net income attributable CNY3.50B vs FactSet CNY3.19B (HK$27.25, 0.00)",1
2021-07-20,MBG-DE,Other notable research calls,1
2021-07-20,VOLV.B-SE,"Volvo reports Q2 EPS SEK4.38 vs FactSet SEK3.68 [13 est, SEK2.75-4.60] (SEK 201.65, 0.00)",1
2021-07-20,VOLV.B-SE,"StreetAccount Metrics Recap - Volvo Q2 Earnings (SEK 201.65, 0.00)",1
2021-07-21,VOW3-DE,"Volkswagen CEO sees chance of double-digit operating returns on sales after 2025 -- manager magazin (€209.95, +6.25)",0
2021-07-21,7203-JP,"Suzuki Motor, Daihatsu Motor to buy into Commercial Japan Partnership; terms undisclosed",0
